Time_submitted,Review,Rating,Total_thumbsup,Reply
23-04-2022 06:53,It always shows no internet connection despite i have 500 mbps jio fiber and rest everything is working only this app has problem. And i am a premium user.,1,0,
23-04-2022 06:53,Im sure many people have the same problem of the music automatically not working when you leave the app while it makes you restart the whole music again,3,0,
23-04-2022 06:49,This app is SO SO COOL i can search what i want to play a SONG!!!,5,0,
23-04-2022 06:41,I love Spotify the only problem is that the ads come up ever 3 songs or 2 and it just gets annoying but other wise it really easy to use and you have to have ads so I don't blame them so if you were to ask me if you should get Spotify or a different music app I would say Spotify all the way,1,0,
23-04-2022 06:38,Cant even got my account back when getting a new phone without making a new account im bot paying twice,1,0,
23-04-2022 06:32,It was not loving me in well still 4 ⭐⭐⭐⭐ because I have tried it in anther diviece,4,0,
23-04-2022 06:27,"What's happening with the play bar? It now often disappears, and I can't control what I'm listening to, forward it or rewind it a few seconds or minutes. Can only bring it back by restarting the phone. Fix it please",2,2,
23-04-2022 06:26,"I'm enjoying being able to select songs that are meaningful to me, with the choice of selecting which artist I prefer.",5,0,
23-04-2022 06:22,I hate the fact that you can never listen to the song that you want to and it skips to some bs song that doesn't cut it.,1,0,
23-04-2022 06:21,This one is great there is no much ads,5,0,
23-04-2022 06:21,Too buggy since last update,2,0,
23-04-2022 06:21,I absolutely love my Spotify app,5,0,
23-04-2022 06:20,"A really good platform, if you're developing artist",5,0,
23-04-2022 06:19,Zero marks for machine learning algorithms. I'd play a song in one genre and the next autoplay song would be from a completely different genre. YouTube is the best when coming to song suggestions but because of the audio quality it lacks I am right now in Spotify.,1,0,
23-04-2022 06:15,I hope you fix when the playlist that i added didnt play the added song but it play another song which i didnt add to my playlist.,1,0,
23-04-2022 06:13,Best interface for a podcast and music app by which any user can interact easily. It is also good in the field of education which helps the children in their studies. This app consists of many documentaries as well which enhance the knowledge of any person. Talking about the main part of this application which is 'Songs and Music' This app is considered as the best app which enables high quality content without much more interruption.,5,2,
23-04-2022 06:10,It wont start at the top of the playlist if you want it to.,3,0,
23-04-2022 06:09,Spotify is my favorite streaming platform Easy to use,5,0,
23-04-2022 06:06,Easy enough to navigate and use,5,0,
23-04-2022 06:03,Easy way to listen on go. I use it for excercise.,5,0,
23-04-2022 06:03,"To many ads and they give me some song that I don't like, I know you want to promote the premium but please some people don't have enough money to get premium.",3,0,
23-04-2022 05:58,"Best music app by far. The recommendations they provide, as well as the diversity and the best thing, the only ads are those for other music.",5,14,
23-04-2022 05:57,New phone. Put the primary account holder email on my premium spotify without thinking. Can't change to mine. The phone has identified that account as mine. Should have access to accounts like Netflix.,2,0,
23-04-2022 05:55,Love everything about this app but there are just too much ads!,4,0,
23-04-2022 05:54,Lots of issues with Bluetooth devices and wifi speakers. Stop listening to changes in Bluetooth status. If I started playback in one device don't change automatically. Lately it has been starting playback too as I disconnect a Bluetooth device.,2,0,
23-04-2022 05:49,Boi there is no meaning of add I'm not salary man i don't get money from anyone why are still consistent of addd bro. I will buy it one day which is not for about 5-6 year bro remove the adds. Why are u making the adds entertaining u wasting money on making adds bruh stop.edit: there are less add now or youtube have so many add that minds thinks that Spotify don't,4,0,
23-04-2022 05:43,The app is great though there are limited skips,1,1,
23-04-2022 05:37,"Usually great, lately it has been garbage. Sometimes stops playing for a few seconds, and doesn't show the current playing song. Desktop version of spotify is working fine so it's just the app version that is having these issues. Hopefully they will fix it soon.",2,0,
23-04-2022 05:29,"I've been using Spotify for so long, the problem I'm having it is crashing when I'm on other apps and doesn't play my songs, it will play and I get many ads, and it would play my songs then play more ads, I get more ads then songs, I get 1 song and 5 ads at a time, but Spotify is the only music player I listen to since I don't wanna sit here for hours download all of my songs.",3,0,
23-04-2022 05:28,Good service and can look up any song and play it or podcast live it 100000,5,0,
23-04-2022 05:21,"I really like Spotify and have been using it for 2 years, however recently the app always crashes and I can no longer listen to previews of the music anymore. It's kinda disappointing.",2,0,
23-04-2022 05:11,"I love listening all of my favorite songs, old and new 🤘😊",5,0,
23-04-2022 05:07,Super app . But lyrics is not showing in my app,5,0,
23-04-2022 05:01,Overall a great app that allows you to listen to music.,5,0,
23-04-2022 04:59,The song kept shuffling by itself even though I'm not pressing anything and it is very annoying,2,1,
23-04-2022 04:59,It keeps crashing every 5 min.,1,1,
23-04-2022 04:42,The Best streaming talk and music out there. Thank you,5,0,
23-04-2022 04:31,No words to say best ever app,5,0,
23-04-2022 04:26,Your only job is to play podcasts. I wish I could give zero stars,1,0,
23-04-2022 04:23,This app always dies on me when I finally have time to listen to music,2,0,
23-04-2022 04:21,I love it I don't mind spending the $10 a month cause I listen to a ton of music and podcast so it's worth it the only thing I don't like is in car mode the screen changing about telling you all the things you can say is very distracting and I wish there was an okay I got it button but other than that I haven't had any problems.,4,0,
23-04-2022 04:18,The best app ever for music it deserves more than 5 stars ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,5,0,
23-04-2022 04:09,It's so annoying how the comercials are lauder than the music. Makes want to close the app and switch to YouTube just to hear music.,1,1,
23-04-2022 04:07,The app is amazing except the ad Interupptions,4,0,
23-04-2022 04:06,Too much ads,1,0,
23-04-2022 04:06,the best selections and recommendations!,5,0,
23-04-2022 03:59,I don't know why this app suddenly not working in my phone. Not good experience with spotify.,1,0,
23-04-2022 03:58,Unbelievable. So my art work disappeared for ages so I followed guidelines on Spotify community to uninstall and reinstall and art work is back but guess what all of my music needs to be re downloaded Again. Ffs. Not sure I can be bothered just cancel and go elsewhere.,1,1,
23-04-2022 03:56,Beautiful songs and overwhelming playlists it has I am satisfied ♥️,5,0,
23-04-2022 03:52,"Very dissapointed. I ve been a member of Spotify since a few years and i always been absolutley pleased with them, but since a month my release radar is flooded with fake artist accounts, using artist names to promote their own music (which i dont like their music). I pay for Spotify, but i do not wanna pay for fake accounts by unknown artists. If Spotify doesn't fix this problem i will have to find me a new music platform. Sorry",1,0,
23-04-2022 03:49,Very good app and always has classics.,5,0,
23-04-2022 03:49,"I like this app very much. There are quiet many adds but still, their music is the best. Love it so much.",5,0,
23-04-2022 03:41,It's pretty good I'm alright with only a limited amount of skips because they are all song I like so it's pretty good I would probably recommend it.,5,0,
23-04-2022 03:37,The allow Bluetooth notification keeps popping up on my android phone and it is incredibly annoying.,2,0,
23-04-2022 03:33,"You can access all ur favourite songs in your playlist, listen to your favorite artist or short storys. It has good quality and easy to be happy and sing all your problems away. Best to use speakers or headphones. Honestly this app is full of happiness and love.",5,1,
23-04-2022 03:32,"I Listen to Spotify daily for hours, and have for years",5,0,
23-04-2022 03:31,App is extremely buggy. Especially when it comes to playing music over Bluetooth connection.,2,0,
23-04-2022 03:27,Very annoying app😒. Anytime I want to play a particular song it doesn't play it for me instead bit plays other songs..I just don't get it 🤦🤦🤦... Shuffle play is the most useless feature I've seen on a music app🤦. If you're making the app free then why the rubbish shuffle play🤦... There are other ways to advice people to pay for the premium package not shuffle play. If you want to do that then just eat the app ...😒🤦,1,1,
23-04-2022 03:26,I used to love this app right until I had a ton of problems with.I tried to fix it multiple ways like look for updates or search up on Google the answers but I just gave up and deleted it.,3,0,
23-04-2022 03:25,"What is going on Spotify? I have been a premium member for years and the last year it has been super unreliable. The music keeps glitching or stopping, the lockscreen controls rarely are operational, even the controls when unlocked arent working now. The app has been uninstalled, reinstalled, turned off my phone, cleared cache nothing seems to be solving the numerous issues. I'm frustrated and glad my husband has youtube music, I usually hate it but at least it actually works.",1,8,
23-04-2022 03:18,Good collection and user friendly,5,0,
23-04-2022 03:15,Hey devs you seem to have forgotten the now playing button from my phone! Fix it!,2,0,
23-04-2022 02:59,"This app is not used for Kannada people, only showing Telugu,Tamil & Hindi, please not install the kannada people",1,0,
23-04-2022 02:58,I like it. But it doesn't have enough songs,4,0,
23-04-2022 02:52,This app so great full app and my favourite also and thank you for your hard working in the app to have us 😊 we are so enjoy the music ❤️❤️❤️,5,0,
23-04-2022 02:49,"I hate the new update, I can't pause the song or see the lyrics, I wish it didn't update",2,0,
23-04-2022 02:48,Mad tunes just needs a bit more local music from unrecognised artists,5,0,
23-04-2022 02:46,I rated it 1 bc when it was 2021 I download Spotify and then after 20 days later I choose my fav song and then it became other songs that idk,1,0,
23-04-2022 02:42,Cannot access my downloaded albums offline. Pixel 6 pro,2,1,
23-04-2022 02:40,Great collection and great sound quality,5,0,
23-04-2022 02:38,I love Spotify so much because there is so many song to chose from not just some songs and the rest are for V.I.P. I would recommend this=D,5,0,
23-04-2022 02:36,Some artists are present but some of their songs are missing. Also can you please intimidate when a yearly membership is expiring. It is really annoying to just unable to hear songs one day suddenly.,4,0,
23-04-2022 02:32,Very wonderful app... U can hear all kinds of language songs here.... Really loved it 🤩,5,0,
23-04-2022 02:31,Video never works. Always crashes and just doesn't work properly. My podcast will cut out and start over randomly. I love when it randomly loses my place and what I'm listening to and plays something else. Boggles my mind that people actually pay monthly for this app,1,0,
23-04-2022 02:26,"My experience with this app has been trivial.. I like listening to music with this app and I respect the need for ads without premium BUT, why must you keep people from going to a previous song? It's really snnoying and you shouldnt need premium just to go back a song :/",1,0,
23-04-2022 02:24,I love Spotify! If fact I am a long term premium user. I use Spotify every day from work and out of work on my phone. Well before this new update I used to be able to switch what was playing from my computer at work to my phone and now I am unable to! I am so frustrated that I am give one of my favorite services one Star. I am doing this because I am a premium user and since my account has music left playing at work I am not going to be able to use Spotify from my phone all week end! 🤬,1,0,
23-04-2022 02:18,It will not let me play my play list with out shuffling or adding song that are not in my play list so fix this please i have not had this promblem befor but other than that it is a good streaming platform,4,0,
23-04-2022 02:18,Sound is clear... But not getting adequate options of songs for specific zoners,4,0,
23-04-2022 02:18,"Since I have downloaded it, I have not been able to login it keeps telling me that I'm offline, I've done everything suggested by your support team and it's still the same thing I'm very frustrated",1,0,
23-04-2022 02:14,"Rubbish, I have paid for and used this service for years but its turned into garbage. Constant stopping, controls disappear etc etc. I have cancelled my Subscription, not worth the $$ anymore.",1,0,
23-04-2022 02:13,"Takes a long time for something to play, pauses randomly and says no online connection when my connection is fine",1,0,
23-04-2022 02:10,"Used to be great but now at random times I can't see what is playing and I'm not able to pause, stop or change songs. I'm forced to uninstall the app and reinstall it. I barely listen to my music anymore as a result and I'm going to switch to a different music streaming service if it's not fixed soon. It looks like it's been going on for months based on other reviews - clearly Spotify are only interested in getting money and not providing a proper service.",1,27,
23-04-2022 02:05,"Still have to go into it...it was advertised as free and I downloaded it, but it seems as if I'll have to pay to download.Still have to figure it all out. Will keep you updated",1,0,
23-04-2022 02:04,Excellent music app that builds a Playlist based on what you like. Love that feature! 👍,5,0,
23-04-2022 02:02,"I am happy listening songs on Spotify, large collections of songs are there.",5,0,
23-04-2022 02:01,"I love Spotify ! It's cheep, different libraries for different 🎶. Examples country, rap, rock etc. Love it !!!!",5,0,
23-04-2022 02:00,I like it it's free to listen any where without internet,5,0,
23-04-2022 02:00,My app keeps on crash·ing for like 3 day,3,0,
23-04-2022 01:59,The app is good on desktop and console but on mobile it's awful. They remove any option that allows to choose your music meaning even if you pick a song you like the app will still force you to listen to songs you don't want to. Don't download the app is made intentionally worse on mobile just to force you to open your wallet and pay for a monthly premium service. Instead just...🏴‍☠️🏴‍☠️🏴‍☠️,1,0,
23-04-2022 01:56,"Enhance widget options so i can do more than fast forward, pause and reverse from the lock screen. i should have the option to have a time bar that lets me go back to specific parts of the song from my home page or lock screen.",3,0,
23-04-2022 01:56,New update causes streaming to stop playing and videos to not play,1,0,
23-04-2022 01:48,Entertaining beautiful musics clear sounds easy to access i like it,5,0,
23-04-2022 01:48,Doesn't work well with latest version of Android,1,1,
23-04-2022 01:47,I love Spotify I Use it from my phone and my playstation I recommend anybody that uses spotify on playstation on your phone just to know that it's a very good thing you used and the families all around the world spotify is beautiful,5,0,
23-04-2022 01:46,Spotify absolutely blows Pandora out of the water. Never looked back.,5,0,
23-04-2022 01:45,Great selection and service. Convenient custom playlists make traveling a great experience. There's something for everybody.,5,0,
23-04-2022 01:36,I have used the web player and it's very good so at first choice I will support spotify for amazing songs and features which are not available at GAANA,5,0,
23-04-2022 01:36,"The Quality and Quantity of the music is great but have been having this bug; where it says nothing is playing but you can still here the music😕, and can't interact with things like the pause button. Would also like to be able to see how long a song is (without playing it - like on a playlist down the side) on phones & Tablets as there is no setting to make it show up. Thanks for a great music app🎧. Recommend if willing to pay.",3,41,
23-04-2022 01:33,It stopped playing after a while but comes back later by itself,3,0,
23-04-2022 01:31,Great music are here Mellow Glorious songs is my favorite,5,0,
23-04-2022 01:21,"Spotify, wonderfully wide range of music that I most adore . My Rate: 10/10 grait awesome cool music.",5,0,
23-04-2022 01:20,For one that has used Spotify for one year when I download it on my phone when I went to play a song it played a whole entire different song,3,0,
23-04-2022 01:19,"So many glitches. It just stops playing very frequently while streaming, even with a strong wifi signal. Often when I'm out of cell and wifi range, the songs in the playlists I have downloaded on my phone will be greyed out, so I can't listen until I get home. I spend a lot of time away from internet service, do this is a pain. Very frustrating. And of course there is the fact that they can't seem to figure out how to make a good podcast player. I'm still paying for something that doesn't work.",2,29,
23-04-2022 01:19,I love that I can get access to a lot of music to download. Music I would have never heard of before but I love now. I can download these songs to listen to it later. 😀😀,4,0,
23-04-2022 01:17,It's the best app to hear music,5,0,
23-04-2022 01:17,I can't play the songs that I wanted. It's always have ads even I changed it to premium.It says there's no connection available even the connection was strong. Please fix this problem😒,1,0,
23-04-2022 01:17,"My fave music app. Just a little sad that Dr Death won't be on here anymore 💔 but still, 5 star",5,0,
23-04-2022 01:12,Money hungry.. needs more old selections and morally a questionable company.,2,0,
23-04-2022 01:04,"great app, I have premium and love the offline listening. Really enjoy being able to make my own playlists",5,0,
23-04-2022 01:04,Best music app experience!! Would 100% recommend to anyone,5,1,
23-04-2022 01:01,Best so for for online music,5,0,
23-04-2022 01:00,Love this app because I get to listen to some of my favorite artists,5,0,
23-04-2022 00:58,New update is messing with the app. Keeps closing when I skip songs or it pauses my music randomly. I pay for premium. Fix the app. Thanks.,1,0,
23-04-2022 00:57,It calms me down. I listen to music I enjoy while at dialysis. Thank you,5,0,
23-04-2022 00:53,Too bad to many ads,1,0,
23-04-2022 00:48,Excellent Metal selections and options.,5,0,
23-04-2022 00:45,I love the app but it does have it's flaws. 1 being the recommended song sometimes I just want to listen to MY song that I LIKE. And I don't remember liking the recommended songs. And I have to pay really most of my recommended songs are trash. This is why I delete this app,3,1,
23-04-2022 00:38,Horrible it plays songs that I never wanted it to play.,5,0,"Hey, thanks for the feedback. Suggested tracks are part of our free, ad-supported service. You can always add more songs to your playlists to replace the ones we recommend. We have more info about this here: https://bit.ly/2zw3Xbj."
23-04-2022 00:36,"Lately when listening to music, it stops then starts. Thought it was my phone but after reading reviews, seems like alot of people have the same problem. Fix it Spotify or you will lose alot of money.",2,0,
23-04-2022 00:31,Everytime I try to play a playlist that has a low number of songs in it just adds random songs I don't want to listen too.,1,0,
23-04-2022 00:29,It sucks for a music app it doesn't allow you to pick the song you want but if it's in your Playlist? It won't play that either. Likes? Not that either. And what if you just skip it? Only 6 skips per hour it's like the person who designed this never listen to music before. The whole apps sh!ty nothing about it works. And the ads the whole free for 30min thing lies.,1,2,
23-04-2022 00:28,I HATE THIS APP I SEARCHED A SONG AND IT BASICALLY GAVE ME A PLAYLIST I WANT THE SONG AND ONLY THE ONE SONG NOT LIKE 50 OTHER SONGS. THE SONG WAS MY COMFORT SONG. I HATE THIS APP,1,0,
23-04-2022 00:24,"What's wrong with this app lately? It doesn't automatically connect to my car's bluetooth anymore, it skips song, stops playing out of nowhere, then starts again minutes later, keeps playing on my phone when I exit the car.",3,0,
23-04-2022 00:20,"I really enjoy this app, however from time to time I experience a bug where i click to play a song and it plays, but the mini player never shows up so I can't pause, skip the song or change where I'm at in the song. Restarting the app fixes it sometimes but it's pretty annoying. Other than that I've been using this app for years and I recommend it to anyone looking for a single place to keep their music",5,177,
23-04-2022 00:17,Why when I click the sound I want to play it not the song I wanted this is a bad app,1,0,
23-04-2022 00:17,"this is a great app but come on,4-6 ads at a time is too much:/",4,0,
23-04-2022 00:16,Why have I downloaded all this music if it constantly tells me there's no Internet connection. that is the point of downloading the music..... what trash,1,0,
23-04-2022 00:10,"Best music app, but probably only with premium. Can't speak on the free version",5,1,
22-04-2022 23:53,"I had to watch 6, 30sec ads just to get 15mins of music",3,0,
22-04-2022 23:51,In devotional section why kannada song not available ? I'm uninstall this app. One u added let me know.,1,0,
22-04-2022 23:49,"Sub par unfortunately. Good when it works, but it is so damn buggy. For what should be a well-oiled established app, it's not. Hopefully they fix it.",2,0,
22-04-2022 23:48,April 22nd: my volume reduces by 25% which is very ANNOYING. PLAYING ON LOUDSPEAKER!! FIX.,1,4,
22-04-2022 23:45,"I love the app but I don't like that, there's so many adds and I can't skip a song for as many time as I want. I can just skip 6 times and that's it. That makes the whole app annoying but therefore the app is good.",4,0,
22-04-2022 23:44,Worst music app i have ever used. I was vibing so hard then i got hit with 10 ads in a row.,1,0,
22-04-2022 23:40,"It keeps glitching out, like if I click a song it will skip all the way down to another song and if it's in the middle of the song or something it will glitch back to the start. and sometimes it will start playing when I'm watching tt or if I havent touched my phone even when it's not open",1,0,
22-04-2022 23:37,It adds song I don't want and then I can't get to the songs I want,2,0,
22-04-2022 23:33,"Worked fine for about a month then it wouldn't pause when I pressed my Bluetooth pause/play button. There was no pause just play in the app. Had to close the app to get it to stop playing. Reinstalled then downloaded my music again, worked for 2 days then same pause/play issue plus it stopped playing after about 30 mins. Went back to Podbean for podcasts. I'm not fighting an app to get it to work when there are apps that do.",2,1,
22-04-2022 23:29,I'm a person in recovery and I get too many ads about alcohol,2,1,
22-04-2022 23:19,I do recommend getting Spotify premium. I have had it for couple years and can't live without it.,5,0,
22-04-2022 23:17,Love this app! Must have for every music lover out there :-),5,0,
22-04-2022 23:17,"Awesome! Thanks, Spotify!!",5,0,
22-04-2022 23:15,"When I go to make a playlist I used to be able to just click on the song and I can preview it before I add it, which made making playlists way easier. Now they took that away and I might just switch over to something else because this is bs.",1,0,
22-04-2022 23:14,Always plays songs after my playlist even though I turn it off,1,1,
22-04-2022 23:02,"After update, app gets buggy. Have to reboot phone then start it up again. Extremely annoying when I'm at work and trying to listen to music. Used to love it but now going to have rethink paying for something that occasionally works.",1,2,
22-04-2022 23:00,"Turning on by itself, once in the midle of the night",1,0,
22-04-2022 22:57,Music is great. But the ads every 10 minutes are starting to annoy me tf off. It's supposed to be 30min free listening right? I get adds from every 5 minutes to every 10 bloody minutes.,3,0,
22-04-2022 22:56,"Spotify sucks, SoundCloud is better. Whenever I try to play my playlist of the songs that I have added, it always play suggested songs. Seriously Spotify without premium subscription sucks.",1,0,
22-04-2022 22:50,They killed support for the spotify app on my car's reciever without warning. Spotify app functionality was the whole reason I shelled out $500 on that particular reciver. Completely insane that they would do something like that. There should be a class action lawsuit over this nonsense. Would give 0 stars if I could.,1,0,
22-04-2022 22:48,The play bar is still hidden frequently on the newest app release. Can you please have this fixed? It's been weeks.,1,1,
22-04-2022 22:48,"Good application but a very big and huge problem is that The Album of Bohemia "" paisa Nasha piar"" not found",1,0,
22-04-2022 22:41,Spotify is a great music and podcast App. So much better than U tube. Enough said.,5,0,
22-04-2022 22:36,Easy to use and great content,5,0,
22-04-2022 22:32,Superb music app!!,5,0,
22-04-2022 22:31,help why If I am making a playlist I can't listen songs before I put them in my playlist,1,0,
22-04-2022 22:27,The app sometimes plays the wrong songs when I try to listen to my Playlists and it goes on for a while...,2,0,
22-04-2022 22:26,Various options of music and podcasts.,5,0,
22-04-2022 22:22,Nice experience. Easy to use and most of all user friendly,5,0,
22-04-2022 22:14,I love making doffrent playlist and they have everything but they changed it from on 30 second ad every 30 mineuts to 3-6 30 second ads before 30 mineuts no ads and its kinda annoying,3,0,
22-04-2022 22:09,"Used to be able to listen to a sample of a song on the mobile app. Can't do that anymore. Also, when I search for stuff I'll click add nothing happens. I can't tell if something has gotten added. Then it immediately bounces to the search screen so I'm unable to add more from that particular artist or album. At this point I have to go back and search for the artist or album again to add a song. Adding a handful songs can be quite tedious.",3,13,
22-04-2022 22:07,I enjoy Spotify I like the way that you can set up your music library I also like the 30 minutes free of commercials and ads CRT,4,0,
22-04-2022 22:06,"UPDATE: Now I constantly get a popup that says i need to allow Bluetooth on android 12 or something. Doesn't matter if I hit allow or maybe later it b keeps popping up. It keeps switching devices. I like spotify, but until they fix this bug where when I'm listening on my phone it switches to an echo dot at home this review stays 1 star.",1,1,
22-04-2022 22:05,"Please update dashboard, Same black and features for years.",4,0,
22-04-2022 22:05,"I enjoy using Spotify. My only regret is that sometimes, you search fir one item and they play something else.",4,0,
22-04-2022 22:04,"Used to be great, now it's all messed up. Smh why can't a good thing be left alone. Might check out prime.",1,0,
22-04-2022 22:03,Still the best... Mostly I just hate that it takes forever to catch up to your music when you make a new account.,4,0,
22-04-2022 22:00,"Fantastic service, I can find a lot of great tunes on Spotify. The only reason I gave it 4 stars instead of 5 is because you are forced to listen to album tracks in a random order, unlike what the artist intends. Otherwise keep the good stuff coming",4,0,
22-04-2022 22:00,No ads is a Win for this App,5,0,
22-04-2022 21:44,It's kind of funny how every controversial joe rogan podcast I listen too pauses every 20 second for an advertisement that I've said a million times im not interested in but all the other episodes I can listen to all the way threw I've about had it,1,1,
22-04-2022 21:42,So many ads,3,0,
22-04-2022 21:42,Newest update makes it unusable.,1,1,
22-04-2022 21:41,Easy to use and has a bunch of variety. Love this app.,5,0,
22-04-2022 21:38,Buggy mess as of the past few months. Constantly skipping and crashing.,2,0,
22-04-2022 21:33,Enjoy listening to my favourite tunes as well discovering new ones...,5,0,
22-04-2022 21:32,"Why do you guys keep deleting my downloaded songs? If this continues I'll surely cancel my premium subscription and uninstall the app. What is this new problem of no internet connection? Please fix it, now I can't play my downloads offline",1,3,
22-04-2022 21:21,Since the latest update it no longer works properly. Everytime I get in the car and connected via Bluetooth it will either not play at all or play random music but not show in Spotify. Which is annoying considering we can't touch our phones while driving. Also glitches with Google maps. What ever changes were made... please revert them,1,3,
22-04-2022 21:20,"Zero stability and reliability. Will not show the now playing, music has been stopping randomly and has issues resuming. When you accidentally swipe to the next podcast in queue, you lose the podcast you were listening to.",1,4,
22-04-2022 21:18,It's nice to have this one to your phone.. it's like a moving soundbox 👍,5,0,
22-04-2022 21:17,The app used to be great for years. Something has changed in the last 6 months. I don't like using it anymore.,1,0,
22-04-2022 21:17,I love music acctually and the quality of this app is great!,5,0,
22-04-2022 21:17,Feeling so nice and enjoyable with sportify music app,5,0,
22-04-2022 21:13,"It has been quite eventful, it has an efficient algorithm.",5,0,
22-04-2022 21:10,"It has been awesome experience,so far so good. Big up people.",5,0,
22-04-2022 21:09,"Excellent App, I easily recomend this app to friends and family. Thanks for a grwat app.",5,0,
22-04-2022 21:02,I should have jumped on the spotify train a long time ago!!,5,0,
22-04-2022 21:02,Thank you for everything you've been a great help. Especially the music it's great also. There little problem that I have is. When i starting With spotify. In the playlist I used to have control on the mic to name the song on my play list. I say what kind of music is playing on the mic used to capture it. And it put it in my playlist. I don't know if I have to pay extra for Use this app? Or I'm doing something wrong.,5,31,
22-04-2022 20:59,Originally when free . It was good service. Bought myself a subscription for Christmas and was blown away by the service. Now it's April and I'm ok with it as it no longer plays on my phone when the screen locks 😥 same thing that's made me drop YouTube music. Still would recommend the service for the amazing selection of music.,4,2,
22-04-2022 20:55,"GREAT RADIO, I MAINLY LISTEN TO OLD TIME RADIO DETECTIVE SHOWS, WOW REALY LOVE IT!!!!",5,0,
22-04-2022 20:50,"Please, I'm having a hard time trying to play the podcast videos, I've cleared my cache, uninstalled the app..but still can't see the video.",3,0,
22-04-2022 20:42,"I have been using this app for over 5 years. It's been wonderful. We pay for premium duo. That being said, in the last month or so I have noticed a STEEP decline in quality. The app is constantly bugging out now. Shutting down the app randomly, shutting off the music randomly, glitching when trying to play it again. Constantly getting the notification ""play back failed"". Please fix this bug and create a ""report a problem"" button without all the unnecessary steps. I'm ready to cancel my account.",2,161,
22-04-2022 20:42,Love it just I dont like the recommended songs and then u get ton of playlist u dont like,3,0,
22-04-2022 20:40,It's colouring my world. Especially with your throwbacks and regae,5,0,
22-04-2022 20:36,"Terrible app experience. Keeps pausing, controls aren't shown. After having premium for years I am strongly considering ditching Spotify completely. Why pay for a service that doesn't work?",1,0,
22-04-2022 20:35,It has a low amount of skips not able to listen to a specific song whith out paying money for a premium,1,0,
22-04-2022 20:34,"At first I really liked this app I could play music I like and it was good then after short amount of time I could only shuffle and I was only premium will fix this, I would rather stick to YouTube if I have to pay.",1,0,
22-04-2022 20:30,best music app if you get premium,5,0,
22-04-2022 20:22,"I watched an ad to get ""30 minutes no ads"". 6 mins later I get like 15 ads. And why are there limited skips? YouTube has unlimited skips for free along with video. Edit: It was 2 stars, but I haven't seen a new song in a VERY long time. I even tried unliking a ton of songs",1,0,
22-04-2022 20:09,Most easily the best music app there's ever been.,5,1,
22-04-2022 20:07,I don't like now that you can't pick the songs you want to play and you need premium to pick what song you want to play,1,0,
22-04-2022 20:07,Incredible. Smooth & simple usage plus valuable content...thanks for this amazing experience...:),5,0,
22-04-2022 20:06,App pauses constantly and the pause/play bar is completely gone.,1,1,
22-04-2022 20:04,"Was great but they now doubled the adds and removed the option to listen a part of a song before you add to a playlist, so when you want to add similar tracks you cant hear what they sound like until you add them. Not worth it over other music apps anymore, rather use youtube music or apple music... Unless you have premium.",2,0,
22-04-2022 20:00,Best musical experience you can get plus the playlist,5,0,
22-04-2022 19:59,"I do not know what happen, but the app doesnt show the player bar inside the app, so it is impossible stop or pause the songs. How can I fix this??",3,1,
22-04-2022 19:59,"Doesn't have nearly as many features as the home/web player. Please add those, I want to be able to sort through my songs from date added. Please fix some of the design layout issues as well. Also, I'm wondering why I'm not able to download my liked songs or select more than one to add to a playlist?",2,0,
22-04-2022 19:58,"I'm not sure what happened recently. I have play lists that are supposed to last a few hours, but Spotify seems to be repeating the same 10 songs over and over again.",2,0,
22-04-2022 19:46,"Different types, choices and brills.",5,0,
22-04-2022 19:45,I have been a client since 2015. The Spotify application offers you so much for being a Premium customer. It just seems to have so much listening pleasures that it's hard to believe it's only 9.99 a month.,5,0,
22-04-2022 19:39,I love the music and the app a lot but i hate that there are always si much ads and i also hate you get 6 skips every hour and i listen to spotify all the tike vut i dont want to pay $20 a month so plz fix it,2,0,
22-04-2022 19:37,It doesn't matter if I click 'allow' or 'Maybe later' - Every single time I navigate to the app it asks me whether I will allow it to connect to Bluetooth. And it is driving me crazy! Just stop it!!!,1,3,
22-04-2022 19:28,"the app itself is great, though for a while now (the problem occurs only on mobile for me at least), the song doesn't appear to be playing at all, and I can't control it (can't skip the song, pause, or even see what the name of the song is) EDIT: forgot about another bug that I have gotten: songs sometimes stop mid-song, especially when im on some other app or game while listening to whatever on Spotify other than these bugs, great app",4,4,
22-04-2022 19:26,"There is an issue in the app, when I try to add songs, I wanted to hear the sample, but it doesn't let me. Please fix it, thank you.",2,0,
22-04-2022 19:24,"They definitely need to improve on the shuffle feature. No matter how times I shuffle it, it continuesly plays the same tracks in the same order as the last time. So a lot of music goes unheard.",3,0,
22-04-2022 19:24,this app is my life because i can listen anything any time i recommend getting this its amazing!,5,0,
22-04-2022 19:22,Before you did the update I could go from song to song but now I can't I liked it the way it was,1,0,
22-04-2022 19:22,"I've been experiencing lots of little bugs lately. Sometimes it resets my progress on a podcast. Sometimes it marks a podcast as played when I only listened to five minutes. It doesn't communicate with my car very well anymore, so the radio display shows the first song in a Playlist and not the current song. I have to close and restart almost any time I switch devices. When it works, it works great. But I hope they get this stuff working again soon.",3,79,
22-04-2022 19:21,I love this app. Best streaming audio app out of all of them I've tried.,5,0,
22-04-2022 19:15,Music is awesome. Have yet not to find something.,4,0,
22-04-2022 19:14,I have premium but i still cannot see the songs lyrics.,3,0,
