Time_submitted,Review,Rating,Total_thumbsup,Reply
27-01-2022 17:44,Changing my rating from 5 to 2 because ever since the update I've had nothing but issues.... forever a loading screen. Wont load on my smart watch.. says I'm listening to different song than I actually am listening to..... I'll change rating back if all this gets fixed bc I typically love spotify,2,4,
27-01-2022 17:44,I am really enjoying Spotify. I am still learning how to work everything.,5,0,
27-01-2022 17:43,Spotify has been buggy at the gym. At home it's ok. I am canceling my premium sub because it's not worth it since I have Amazon prime anyway.,1,1,
27-01-2022 17:36,"This is one of the best apps.even it's adds are interesting. Premium comes and small prices and it has a wide variety of songs,which i love",5,3,
27-01-2022 17:35,They choose to platform misinformation. On top of that their ads just repeat over and over in succession it's nauseating.,1,6,
27-01-2022 17:28,I was enjoying Spotify until they start playing commercials and not playing my songs from the beginning. I'm having some technical difficulties with Spotify.,3,0,
27-01-2022 17:19,"It's amazing,and higher vibes of God , actually building our souls with many varieties of different gospel songs",5,0,
27-01-2022 17:07,Love the app and the Company!!! Way to go Spotify!,5,0,
27-01-2022 17:02,Apparently an app that prioritize false information over good music,1,6,
27-01-2022 16:57,It's really hard to use already pls do it like the old one when I search gone by rose it's only came witch playlist it's too hard,1,0,
27-01-2022 16:52,I've had a subscription for five years but I cannot support a platform that spreads covid misinformation. I've canceled my subscription and will be taking my business elsewhere.,1,4,
27-01-2022 16:52,"Let us block podcasts. If i get one more notification about ""call her daddy"" or ""joe rogan"" releasing new episodes, I'm going to loose it. I don't even get notifications for the podcasts i actually listen too ðŸ™„",3,0,
27-01-2022 16:44,This is the best music service I have ever used.But please include music videos,4,0,"Hey, thanks for the feedback. Weâ€™d love to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to support.spotify.com and searching ""Contact us""."
27-01-2022 16:41,"The app is encouraging the spread of scientific misinformation, notably about COVID-19. I don't want to encourage that kind of stuff so.. I'M OUT.",1,8,
27-01-2022 16:38,Best music recommendations platform on earth. You can just play one of your favorite songs on it and songs that follow after that are going to be even better and you end adding at least 10 new songs to your playlist... that's how good the spotify recommendations are!!,5,15,
27-01-2022 16:37,Thank you Spotify for standing up for the first amendment. In a time when most companies won't stand for the constitution you did.,5,0,
27-01-2022 16:28,I canceled my app due to the ever increasing amount of false information that is being propagated for a buck. This needs to stop before this country is in complete ruin. Spotify should choose our country over profit. We need to take a stand and soon.,1,3,
27-01-2022 16:27,"Traveling ICU nurse here. Travel the whole country and I Love, absolutely Love Spotify. I have had it for years. Hands down the best free music app. Even more love for not stopping freedom of speech, whether I agree or not. Hey hey, bye bye, southern woman don't need you around anyhow. Never did. Get over yourself and off your podium N. Young",5,4,
27-01-2022 16:25,"The app is great, but while they remove a large amount of content spreading covid misinformation, they do not remove Joe Rogan's because I guess he makes them too much money for them.",1,4,
27-01-2022 16:23,It can be hard to find playlists that suit my musical tastes but I love how easy Spotify is to use and there is a lot of great selection.,5,2,
27-01-2022 16:14,"Great app! I like the pocket-friendly subscription plans. But it suddenly started showing ""No internet connection"", and my wifi is clearly working",4,0,
27-01-2022 16:10,Stop recommending toxic content that has no connection to my usage. Allow users who've been using the service for years now for music to block podcasts as whole. Stop peddling your agenda.,1,3,
27-01-2022 16:10,I would like to choose when I Download songs on android wear. It would be nice not to download songs while I'm at Work. Please add an offline mode to android wear,2,1,
27-01-2022 16:08,Sad that Spotify want to tamper with Freedom of speech... it's time to delete their app and listen somewhere else.,1,3,
27-01-2022 16:08,Good app but the ads that claim to give you 30 minutes of ad free listening do not in fact give you 30 minutes of ad free listening. After about 12 minutes you get hit with two or three ads in a row.,2,1,
27-01-2022 16:00,It's a good app for the most part. However on the mobile sometimes I get a strange bug where the play bar across the bottom will not appear for days on end... Frustrating.,3,1,
27-01-2022 15:56,"They don't care about their Community. In their forum the most liked suggestion, since 2018, is a ""not interested"" button. People hate the fact that they're front page gets spammed with podcasts eventhough they will never listen to them or never had.",1,4,
27-01-2022 15:56,If you want vaccine misinformation via podcast this is your app. I personally am deleting the app and ending my subscription.,1,4,
27-01-2022 15:54,"Podcasts haven't updated from before new year, that's nearly a month now. I used to get new Podcasts from my favourite shows daily. I've uninstalled and tried again multiple times. Cleared caches. Gone through forums. Waste of money if you can't listen to new content.",1,7,
27-01-2022 15:52,The platform supports (and pays VERY handsomely for) the spread of misinformation. I'll use other apps for my music.,1,4,
27-01-2022 15:52,I find it better to add songs I like to my Playlist than listening to Sirius XM radio,4,0,
27-01-2022 15:49,"Refusal to fairly moderate misinformation. Boo. Spotify needs to implement fair and balanced moderation for all of their podcasts - not allow exceptions for their top earners. Misinformation about health related issues is dangerous. This not about freedom of speech as they moderate some podcasts, but not others.",1,5,
27-01-2022 15:49,Loads pods slowly and supports spread of misinformation on covid. No thanks.,1,4,
27-01-2022 15:46,Good but a few ads from time to time over all good,4,1,
27-01-2022 15:46,Maximum depravity commercials. Be ROMAN orgy ready! Love me some trash hip-hop while I am listening to Jazz or red dirt...... modern technology could tailor the commercials to the music genre being listened to but instead Spotify promotes depravity.......,3,0,
27-01-2022 15:44,"First Of All, The Music Quality Is Great And The Features On It Too But Here's The Thing You Need To Buy Spotify Premium Which Is Around 129 PHP (Or Probably 4$ Or More In USD) To Unlock That Great Music Quality And Features But Overall Its Good You Can Still Play Your Fav. Songs Even With Spotify Free Plan And The Advertisement Are Good Unlike Other Streaming Apps, But If You Have The Money To Buy The Premium I Highly Recommend It!",5,16,
27-01-2022 15:34,"Adds... Even when you listen to the ""this adds will provide you with 30minutes uninterrupted"" you get 3-4 adds every song....",2,0,
27-01-2022 15:33,They have chosen their wallet and disinformation over doing their part to stop the spread of harmful misinformation. Uninstalling and not looking back.,1,4,
27-01-2022 15:33,Very nice app. Easy to use and navigate. Music is top notch. UpTo date always,5,0,
27-01-2022 15:31,Spotify chooses to promote disinformation that is actively killing people and prolonging qnd worsening a pandemic.,1,4,
27-01-2022 15:25,Really really bad app I'm not able to go on search option and listen the song I wanna. Whenever I try to go on search the app get closed itself . To rate it I'm giving one star but I was not even going to give one Please fix the problem,1,5,
27-01-2022 15:24,"In podcasts, i would like each podacast to only show me unplayed as default. I know there is an ""New Episodes"". But i want to set this in each podcast. Hide all played episodes. Please add",4,2,
27-01-2022 15:16,They have horrible podcasts and lost a rock icon. I switched to YouTube music.,1,2,
27-01-2022 15:16,"No Neil Young, lots of ads, clunky app, actively killing people with antivaxx stupidity. Never been great, but that was the final straw. Only installed for Science Vs, a great podcast I'm going to miss, but c'est la vie",1,2,
27-01-2022 15:13,"I thought it was an ok but it was horrible apps, back to YouTube music I guess",1,1,
27-01-2022 15:11,I enjooyed the will listen to music.. but i get irriteted while ads come.. Thank you..ðŸ‘ŒðŸ™,4,0,
27-01-2022 15:08,The only annoying thing is the ads. It often says to enjoy the next 30 minutes of ad free music but I am getting not one but many at a beautiful interval of just 10 minutes so I am giving it 3 stars,3,0,
27-01-2022 15:03,I only installed to listen to one podcast. I got sooo many annoying emails and notifications that I finally got all turned off and now they are promoting garbage.,1,2,
27-01-2022 15:03,"At first I like the app but now there are no songs in app and just ads and ads. It's just gets worse , after every song 2 or 3 ads and sometimes even more at a time.",2,0,
27-01-2022 14:58,New update broke the app. Randomly pauses and plays whatever I'm listening to. Every troubleshooting method failed. Fix or be canceled.,1,2,
27-01-2022 14:57,I'm just here thanking Spotify for standing up for free speech! Also the app works great but could use a little tweaks in car mode.,5,1,
27-01-2022 14:56,Used this app for precisely long enough to realize that it wasn't about the learning curve; it was about the app lacking the basic features that make others so fluid. Maybe I'll come back in a couple of years...,2,0,
27-01-2022 14:56,Only problem I have is my music keeps stopping 4 seconds into the song,5,0,
27-01-2022 14:53,"Nice selection of songs. I was a pandora listener for years, and it started to suck so here I am.",5,0,
27-01-2022 14:48,Poor service and horrible music discovery.,1,2,
27-01-2022 14:45,"Spotify, a MUSIC STREAMING SERVICE chose Joe Rogan, a harmful talking gasbag (read: NOT a musician), over Neil Young, and actual MUSICIAN. Even if they chose some talk show with whom I agreed politically and socially, YOU ARE A MUSIC STREAMING SERVICE! And their mobile app is non-intuitive, difficult to use, and the service gradually increases the number of adverts on the free side to the extent that you hear about half music and half colon screening ads. So there is frankly no reason to deal with Spotify any more for me. Even if they change their stance on Neil Young, I won't be returning. tl;dr Bye Bye Bye Spotify! Your decision making processes are losing you MANY listeners.",1,3,
27-01-2022 14:42,Easy to use. Great selection of music,5,0,
27-01-2022 14:41,Why is the app even free if u set this as a premium app we won't be pushed to hear all those shity ads,1,0,
27-01-2022 14:39,the best you gotta go premium but get the family bundle everyone will be your new best friend just to get an account lol,5,0,
27-01-2022 14:37,"Yeah!!!!! I'm alllll in for free speech! I deleted because I didn't know where they stood, but I'm def using their platform since they are for free (and truthful as far as Rogan is concerned) speech.",5,1,
27-01-2022 14:33,Spotify needs to stop aiding the spread of misinformation.,1,7,
27-01-2022 14:33,"Tons of great music for everyone. This App is very user friendly. I highly recommend Spotify to everyone. Spotify is the #1 music app out there. If you don't have it, get it! Well worth it.",5,1,
27-01-2022 14:30,It is a great app for listening music.But I hate the thing that we can listen the song but we can't download them and the ads are so frustrating. I hate these thing about it if you can do something so please but if you can't I will uninstall it.ðŸ˜  Thank You.,1,101,
27-01-2022 14:25,It's been fine albeit a little bit buggy for the past 2 years I've used it but recently Spotify has been trying to download music over mobile data. (even though I have the setting turned off),3,2,
27-01-2022 14:23,Best subscription I pay for. I joined because of Joe Rogan but have stayed to listen to what everyone is saying. Thank you for backing freedom of speech.,5,2,
27-01-2022 14:23,"Excellent service even very old songs,highly recommended",5,1,
27-01-2022 14:21,Loving it much more sonce I went premium love being able to search for what I want to hear and the daily play lists seem to be getting better with time,5,0,
27-01-2022 14:20,Love it great songs I would like for it to used as ring tones too.,5,0,
27-01-2022 14:18,"Love Spotify so much that I gladly pay for premium. I've had all of the other music apps and tried IHeart'$ premium but it never fully worked, the app itself would freeze up and I had to Uninstall and re install all the time. They all were alittle bit too busy for me making them confusing UNLIKE Spotify! Even with the Extras I still brows through more easily then the other$",5,4,
27-01-2022 14:16,"I joined for the Science Vs podcast and was looking at setting up an account, but am deleting the app due to Spotifiy's failure to prevent the spread of antiscience and antivax info.",1,5,
27-01-2022 14:11,I didn't realize this was a platform for misinformation. Not renewing my subscription.,1,6,
27-01-2022 14:11,Wonderful! They always have the music I am looking for!!!,5,0,
27-01-2022 13:57,The scroll slider is gone. Bad move.,1,2,
27-01-2022 13:55,"There's no Niel Young on here, that's a huge miss for a music streaming app lol.",1,7,
27-01-2022 13:54,"Other than a couple of small bugs that don't present very often, this app is great. Use it all day everyday. The obit thing stopping me from giving it 5 stars is its absurdly high battery drain. It kills my battery 3-5x faster than SoundCloud does, even when all other factors are the same.",4,4,
27-01-2022 13:48,"really not much to say im just here giving the app what it deserves, its simple to use and its super good quality like the song sound great and it even gives lyrics and stuff ofline its quite crazy so yea, i have been using spotify for a long time and will always the only thing is i wish there was a singles plan for one person thats like 9 bucks maybe 12 or 15 but im paying 25$ roughly just for me to use it but other then that profitable app great app",5,3,
27-01-2022 13:48,Great app but lots of adds sometimes even if you do the 30 min of no adds,4,0,
27-01-2022 13:47,"Lost the plot as a music app. Podcasts clutter it up, no way to hide them. Low audio quality on premium with no hifi options despite being announced near a year ago. Spotify connect seems to get worse with every update and instead of fixing it they add halfbaked group playing features. I will survive with YouTube music and Amazon prime music I get free with those subscription for now.",1,23,
27-01-2022 13:46,"Skipping songs you apparently Don't want to listen to is a ""Premium"" feature, what dumbass thought that up? No such thing as playlist editing, just the option of adding and removing song from your playlists. For the size and selection of music available on it, Spotify's design and overall build is a massive disappointment.",1,6,
27-01-2022 13:46,"App works just ok, glitchy sometimes whether I have a good cellular or wifi connection, is there a setting that I'm missing, it automatically starts playing once one of my Bluetooth devices are connected whether I want it to or not. I don't want it to automatically do that.",3,0,
27-01-2022 13:40,"App is showing ""No Internet connection"" aftwr android 12 update when connected on mobile network.",1,2,
27-01-2022 13:38,Chose disinformation over public safety. Moved many of the previosly free features behind the pay wall.,1,6,
27-01-2022 13:36,"Edit: burned through 7gb data because it keeps forgetting my SD........... Sick of it. Old: What's the point of downloading to an SD if the app just forgets? Can't tell you how many times I've opened the app only to have no access to my own music. Won't recognize its own default path to stored files, usually have to just redownload everything when back to wifi. It recently bugged to only show 5% of my liked song library, forcing a reinstall. Is this better than an ipod?",2,4,
27-01-2022 13:31,Best app ever! 5 stars! And thank you spotify for not canceling/censoring something just because it is different!,5,0,
27-01-2022 13:29,App is inconsistent and always messing up. Not only that but Pandora does a better job of picking music. And on top of that they have so much misinformation on this that's leading to people getting sick.,1,5,
27-01-2022 13:22,"I admit that this app was really good when the latest update wasnt there, goshhhh spotify why cant i play i song that i want, when i click a song from my playlist it will just play a preview of the song, ugh this app really suck. Your app spotify sucks now! You only want money! Only premium users can play what they want! Latest update suck! I hate it ugh!",2,40,
27-01-2022 13:17,They chose sharing dangerous misinformation over Neil Young. I'll be canceling my subscription and finding an alternative streaming platform.,1,5,
27-01-2022 13:16,Any platform that puts profits over the truth deserves less than a single star. Been a listener for years but now hitting DELETE! Hopefully other subscribers will grow a backbone as well.,1,4,
27-01-2022 13:14,Songs stop playing everytime I lock my phone. Spotify connect is enabled. Still the same issue,1,0,
27-01-2022 13:05,"Good overall, but the block artist option doesn't seem to always work (new releases and collaborations) and doesn't seem available for podcasts. The option to remove undesirable content would obviously improve the user experience. I've been finding myself switching to other platforms to avoid getting annoyed.",3,4,
27-01-2022 13:00,Best for daily usage and the for upgrade to premium also affordable.It also have almost any song that I want to play ðŸ”¥,5,0,
27-01-2022 12:53,"The app is good itself, but there are way to many ads. Right now I'm listening to my 9th ad in a row and it happens like every other song. The only reason I have not deleted the app is because I already have so many playlists I don't want to recreate.",1,2,
27-01-2022 12:51,I appreciate Spotify staying politically neutral on the recent Neil Young letter demanding the removal of Joe Rogan. I do not listen to Joe's commentary and I will no longer listen to Neil's music. Thank you for the skip feature.,5,0,
27-01-2022 12:50,"Everything had been good for the 5 months after I got a new phone and decided to use Spotify but the last 2 days have been very bad. Spotify shows 'no internet connection' whenever I open the app and would like to download or search for music, and I'm unable to visit the Spotify address on the web. Spotify is the only app on my Pixel that behaves this way. Kindly fix this issue, thank you.",5,127,
27-01-2022 12:47,Excellent I can say. Just make sure we have unlimited skips,5,0,
27-01-2022 12:44,"Spotify is digging their heels in to be on the wrong side of history regarding disinformation/misinformation. I had my troubles but overall enjoyed the access of the platform but will be using something else now, not to be a triggered cancel nut but because that's genuinely the right choice with my capitalistic freedom now. Good luck. Be well",1,10,
27-01-2022 12:44,"Spotify is really easy to use and it has a lot of songs yes, but the thing is on my phone it won't let me listen to music if this can be changed I would most gladly thank you.",4,1,
27-01-2022 12:44,It's amazingly awesome. Although one downside is they have the band disturbed on it. That's the only bad part about the app.,5,0,
27-01-2022 12:37,"Absolutely love the daily wellness and the fact that I can use ""Hey Spotify""",5,0,
27-01-2022 12:36,It's a grate app but the only problem is that when ever I watch an ad and play the song and go for gameplay the song stops and the app crashes plz fix this problem,4,1,
27-01-2022 12:12,I love itðŸ‘Œobv would be better w/o the ads tho that's just an upgrade thing so great music app nonetheless.,4,0,
27-01-2022 12:10,When I click on a link to open Spotify the track I clicked on doesn't play. Pretty pointless really.,1,0,
27-01-2022 12:02,Best app ever had every in the multiverse 10/10 required to live a full life,5,0,
27-01-2022 12:01,This app is very useful to me. But sometimes when I have a long playlist it plays different songs that aren't in my playlist and I tried uninstalling it but it kept doing thatðŸ˜…,4,1,
27-01-2022 11:59,"Nice having my Music and favorite Podcasts all in one place. Sorry Neil, it's not Big Tech's job to censor speech. I'm quite capable of deciding for myself what to listen to.",5,0,
27-01-2022 11:58,"If you could add a feature where users could filter songs by languages, and block certain languages we don't like, that would be great. I don't want to listen to songs of oppressors.",3,0,
27-01-2022 11:43,"Music search is not good, I play one song from search and it plays a whole new random song. You need to adjust this. edit: okay its really annoying me now, useless option. why search exists if song won't even play when it appears in search. it just plays random song instead of selected one IT JUST FORCES YOU TO BUY PREMIUM NOW EVEN LIKED SONGS AREN'T PLAYING PROPERLY",1,76,
27-01-2022 11:41,"I am very satisfying for this app, all my favorites music, singer, band, are here and you may select your favorite genre song, which you may want to hearðŸ¥°.",5,2,
27-01-2022 11:40,If you're eclectic they'll try to make a playlist. Worth paying for a subscription tho'!,5,0,
27-01-2022 11:39,"I don't mind the ads tbh, but the way the ads are shown especially those ads about Spotify premium really annoys me. Sometimes there aren't much ads & sometimes there're ads after about every 2 songs. I understand you want us to pay for your app but this is absolutely not the way, infact it just makes me not purchase premium and just use some other app.",3,517,
27-01-2022 11:36,The new update is just horrible. I can't play songs I want to listen and instead have to wait for it to play next. Please fix this.,1,0,
27-01-2022 11:32,"I like spotify, its kinda unique with its music selections and how it works. Great app!",5,0,
27-01-2022 11:25,"I gave three stars. Because, today when I opened the app I was shocked. It was playing songs in shuffle. And we can skip songs only 6 times an hour. It is annoying. Please remove this and make the app like previous version. Please don't make this app boring for a free user.ðŸ˜”",3,0,
27-01-2022 11:23,Decent music playing app. But it will bully you into paying for a family account more often than not. I only use it because there isnt much else.,3,1,
27-01-2022 11:03,"Love Spotify. Basically the only music streaming app I use, but 10$ a month is a lot. Only reason I gave it 4 stars.",4,1,
27-01-2022 11:03,Love this app it's great you can download music so you can listen offline and you can also pay to listen offline great all round app,5,0,
27-01-2022 11:02,"(NO STAR!) I have canceled my premium acct & they kept charging me, I had to report my credit card lost & they sent me an email stating they're having a problem charging my account so I replied that's because I canceled you a month ago!. I called my credit card to dispute the charge & had Spotify blocked! Google search Spotify & you'll see many people having the same problem. They won't give you a confirmation number or an email confirming that you have canceled your account.Law suit pending?",1,6,
27-01-2022 10:56,UI is atrocious and the online customer service chat takes forever to get an issue resolved. I seem to have ended up with two accounts and it is impossible to identify which is which for the purpose of password reset. This is because you cannot see which email address is linked to the account in app... Very frustrating UI,2,14,
27-01-2022 10:53,Love this app. You can find mostly every kind of music you are looking for. It's just very helpful when it comes to listening and finding your music that you love or want. And just to play music you are in the mood to hear,5,3,
27-01-2022 10:52,"Not user friendly, should let one focus on only music. I don't want podcasts, especially not right wing anti vaxx nutcase podcasts",1,3,
27-01-2022 10:52,Great music until you lose your phone. Have had for 10+ years and hours of playlists gone! No customer support and charging me twice per month for commercials and no offline. FO.,1,2,
27-01-2022 10:26,"Aggressively shoving podcasts (particularly Joe Rogan) in my face. I'm here for the music, leave me alone I'm considering the move back to winamp if things don't change",2,3,
27-01-2022 10:26,"This is a great app but it has to many ads ,I know it has a premium option but the ads should be a little less and it should let us download song without premium",3,1,
27-01-2022 10:25,"I'm very happy with this Spotify app â˜ºï¸ but I'm still very sad that the song ""My Love"" by Byun Baekhyun (EXO) from the drama Dr. Romantic 2 is not present in this app even other songs of this drama is also not there ðŸ˜­. 1 or 2 weeks ago it was there but now the songs from the drama (as mentioned above) is not there ðŸ˜­. I kindly request, please check it out ðŸ¥ºðŸ¥º",4,2,
27-01-2022 10:23,This is amazing but there is 1 thing that irritates me it is that there is just a tad much ads thats the only thing everything is amazing,4,3,
27-01-2022 10:02,"Good when it works, but since upgrading to an S21 I have to reinstall every 2 days because the play/pause widget stops working, and the playing bar disappears front he bottom of the app. Reading the reviews this seems a common theme with the o lyrics solution being ""reinstall the app""",3,3,
27-01-2022 09:58,Allows misinformation to be spread. Avoid using it and avoid your kids using it. There are better alternatives out there.,1,5,
27-01-2022 09:50,I find great playlist and music choices in this app,5,0,
27-01-2022 09:49,It's a good app coz it makes person being happy 4 listening hot songs music,4,0,
27-01-2022 09:46,The restrictions placed on the mobile app that aren't present on desktop are frustrating.,1,1,
27-01-2022 09:37,I subscribed 3 times this time.. only one is successful.. but money were deducted and not returned. Premium experience is good but.. this payment experience is annoying. It's fourth time and money got deducted and no premium available for me,1,3,
27-01-2022 09:18,Horrible interface. Kept trying to make me use a old account I no longer have.,1,0,
27-01-2022 09:11,Missing tons of big name artists and now Neil Young. Supports BLATENT misinformation. Cancelled and uninstalled,1,3,
27-01-2022 09:10,I have given 4 stars because I don't get lyrics of all the songs and also because of ads. I want the lyrics. Bit I don't get them only,4,2,
27-01-2022 09:09,Free was fine before now there are too many ads almost makes me feel like to use an other app,1,11,
27-01-2022 09:06,I like Spotify but the new update made me mad bcs even when Im trying to play the songs I want it chooses random songs and when I'm shuffling it took me hours just to find that song. Please fix it,1,1,
27-01-2022 09:05,There is some changes in my Spotify thr music won't play I even made a new acc but still it did not work,1,0,
27-01-2022 09:03,Beautiful app.. as I am very much fond towards musics ðŸŽ¶ I prefer this app the most as it can play music in the background...so I can do the other jobs ðŸ˜„ thanks,4,1,
27-01-2022 09:03,I'm gonna give 4 star's bc y'all don't deserve 5 star. So I'm gonna explain how is it first of all idk why is the music cracking also I can't even know how many times the music stops on is own so can you please make it right plz idc what it takes to make it right but plz make it right then I don't see any problem with this app so yea app is great I love it byee then ~,4,0,
27-01-2022 08:58,"This is the best app for listening music ðŸ’¯,l wish it was free!!!!!!!!!! SUBSCRIBE TO THIS APP NOW!!!",5,0,
27-01-2022 08:57,They make it very difficult to switch plans if you want to move from premium to free. Also their misinformation policy is dangerous.,1,3,
27-01-2022 08:53,After update the lyrics of some songs isn't showing which were available before update,1,0,
27-01-2022 08:49,Lately the app has turned to hot garbage and is unreliable for casting and keeps dropping out. It works fine with other apps so it's not my network. Plus Spotify allows deliberate covid misinformation to stay on their platform. Sort it out.,1,5,
27-01-2022 08:47,"Spreads misinformation about covid. Also their podcast features are terrible. When you pause, the episode might start from random moment again. No proper recommendations or way to explore podcasts. Also no way to comment podcasts etc. Just terrible.",1,11,
27-01-2022 08:34,Love this app! I finally select & listen to what I like.,5,0,
27-01-2022 08:34,Awesome experience. Beuty is one can download and listen to music or podcasts offline.. The best,5,0,
27-01-2022 08:20,"Lowered my review from 2 stars to 1. More ads than songs, says no more ads and follows it with 3 more minute long ads. 30 minutes ad free listening plays 1 song then ads. Uninstalling",1,0,
27-01-2022 08:00,It is very nice app but search option not work and auto exiting,5,0,
27-01-2022 07:46,"Still connects to my car and no option to make it stop. I can pause it, but restarts after each gmaps voice instruction or call. Really annoying. Lately, an add is delivered 5 minutes after JRE podcast starts. Ok, fair enough. After the add ends though, the podcast restarts. Twice in a row. I had to go beyond that moment to be able to listen further.",3,13,
27-01-2022 07:46,still didn't get the lyrics feature. i can see lyrics if i login with differen account or login my main acc. from pc however can not see lyrics with my main account on mobile,3,0,
27-01-2022 07:38,"It's very nice app. Cause you don't need to download any song if your network is slow then also you can hear songs. So, I love it",3,0,
27-01-2022 07:29,Nobody liked the new updateðŸ¥² there are a lot of videoes about new spotify and Im reading the comments nobody liked the new update neither did i. the old one was perfect for me,1,1,
27-01-2022 07:25,Great for music and podcasts.,4,0,
27-01-2022 07:15,"I absolutely despise the latest update. It baffles me people would release this. Spotify is acively making is more difficult to organize your music, probably under the guise of some misguided ""User experience philosophy"". Spotify is actively hosting and supporting science-deniers. Time to look for an alternative. Spotify is rotten.",1,78,
27-01-2022 07:05,"I really only use spotify to watch the Joe Rogan Experience, so I'm glad to see that Spotify sided with Joe on this one",5,1,
27-01-2022 06:59,when you use until sometimes you will be unavailable to skip and you need to skip songs with premium? so expensive and noone will buy those expensive unless they are rich I am gonna delete this app I dont want to get premium since it is too expensive and I want to skip songs even though I am not in premium!!! ( I know spotify will not read this comment and using macros to answer this like ~we will focus on this problem~ so I just email you spotify!:v,1,4,
27-01-2022 06:54,I've been using this app for months now and I've never had problems in it. I'm so glad I found this app. It's the most perfect app ever!!!,5,2,
27-01-2022 06:46,Nice variety of music. I love reggae music. I have been a fan since 1974 when I heard Rastaman Virbration in the record store. I went crazy for reggae music and have been since them,5,1,
27-01-2022 06:44,Why do I want certain songs to play and then someone else's random playlist plays instead?,3,2,
27-01-2022 06:37,Why this app is not working on my mobile data it only works on Wi-Fi plz resolve this issue,3,0,
27-01-2022 06:34,False equivalencies and promoting harmful propaganda. Poor royalties and involuntarily installed on many new devices. Unfortunately a niche filler until something better comes along and replaces it.,1,7,
27-01-2022 06:22,It bugged my first playlist so I have to do all these extra steps just to listen to it. It's very Irritating.,1,3,
27-01-2022 06:14,An app that supports spreading misinformation over actual music artists.,1,11,
27-01-2022 06:11,"Perfect app , Though i can't afford the premium... It's still a good app it's having alot of songs which are f2p and the ads aren't soo annoying it's bearable so yeah this a is an excellent app",5,3,
27-01-2022 06:08,Player often does not work correctly and Too many ads. Prefer Pandora and Amazon Music. And they deleted Neil Young music.,1,8,
27-01-2022 06:06,"Everyday features that brought my family and I to Spotify have fallen by the wayside. Tried to hold on, but after 4+ years, I can't keep paying for good content/music/podcasts to disappear.",1,3,
27-01-2022 06:05,Love the app interface but needs to improve on enlisting many more songs and artists etc. Love the podcasts and radio channels too.,4,2,
27-01-2022 06:02,Awesome music to kickback & vibe with when your all stressed out and feel like your falling on deaf ears (As you can't argue with Stupud) just saying..lol,5,1,
27-01-2022 05:57,Just rated Spotify 5 stars and subscribed for the paid upgrade! Thank you for making the common sense decision when it came to Young vs Rogan!,5,1,
27-01-2022 05:56,I think Spotify is great and easy to use I just love it.,5,1,
27-01-2022 05:55,Yeah good quality music. Would be good if my discover weekly actually pertained to similar genre's/artists that I listen to or follow,3,1,
27-01-2022 05:51,"The app is full of bugs, it sacrifices basic features in favor of serving you another ad. But the main issue is the fact that podcasts with misinformation are not removed from the platform.",1,8,
27-01-2022 05:51,i can't even play the song i want to listen the new update sucks and it requires premium to skip a song i mean what the heck that's beyond ridiculous ðŸ˜‚,1,2,
27-01-2022 05:50,"I don't know but the Spotify official equalizer on the iphone don't have on the android, Spotify is prioritizing apple than android please make it available the original Spotify Eq. On Android device just like on apple devices.",3,2,
27-01-2022 05:44,The very thing to help me disconnect from real world and focus on my work by listening to music. I guess it really help me go through the day every single day working in the office.,5,1,
27-01-2022 05:42,Hello i love this app Been using for 3months but why is the Spotify showing up whenever I play Timber (by Pitbull) on my computer it shows up . Thanks :),4,1,
27-01-2022 05:37,"Edit: since the latest update, my now playing bar is gone when I play a song, so I can't see the now playing page. Also, the app crashes after a song or two.",4,8,
27-01-2022 05:34,Im starting to hate Spotify because it starting to play random songs that I have no interest in in my playlists and I can't even choose which song I want to play in my Playlist now,1,0,
27-01-2022 05:34,I love this app! I have ditched Pandora and I heart radio!,5,0,
27-01-2022 05:31,"Every platform needs to have better policies that prevent misinformation about critical topics like health-related information. It's a slap in the face to the many who have died as a result or have seen families die. Spotify is complicit in perpetuating misinformation and that doesn't make me feel comfortable as a customer. For anyone who doesn't care, go for it, but it's not worth it for me. Plus, it's too pricy now. I have a cheaper membership now on a different platform and I'm happy with it",1,9,
27-01-2022 05:31,Great selection of music & pod casts. Love that they support freedom of speech,5,0,
27-01-2022 05:29,"Liked it for a while, but the fact that they were given the choice between stopping covid disinformation or spreading it and they chose the latter is unforgivable. Moving to another app. Disgraceful.",1,5,
27-01-2022 05:24,"Please stop pushing podcasts on me. I use your app for music, not stupid shock jock podcasts that you pay millions of dollars to support (and has-been ex UK royals). I wish you supported musicians to that extent. App is ok but the widget (only one available) is sub par. Please improve the aesthetics and provide more size configurations. The limited clunky widget makes this app less useful for me than I believe it should be for the amount I pay. Bring back Neil Young not covid misinformation!!",1,7,
27-01-2022 05:15,Bro I can't get premium so I can't choose the song I want. I hate this app,1,0,
27-01-2022 05:09,The app doesn't connects to the internet the first time i open it which is very annoying. It shows nothing on the interface except 'No Connection' and everytime i have to restart for it to work. Kindly fix your app. Im using a Sansung device. Edit: the issue has been fixed,4,166,
27-01-2022 05:08,Adding to the misinformation of covid is not a platform I want to be apart of. It's also trash when you're driving with the sheer number of pop ups,1,6,
27-01-2022 05:04,"When I cancel your subscription that's what I want, so I cancelled before Christmas and yet the service still carries on, that's why I did not hear any ads, or When I block you it means I do not need /want the service, get me, and customer services are rubbish.",1,4,
